trial_number,trial_id,state,value,learning_rate,weight_decay,label_smoothing,batch_size,class_weights,warmup_epochs,dropout,scheduler,optimizer,best_epoch,executed_epochs,early_stopped,best_val_loss,best_train_macro_f1,train_macro_f1_at_best_val,train_val_gap,duration_seconds,datetime_start,datetime_complete,run_id,config_sha256,error
0,trial_000,COMPLETE,0.9572922254288656,8.468008575248323e-05,0.005669849511478858,0.075,16,none,1,,cosine,AdamW,44,52,True,0.4448641099133813,0.9974215723859532,0.9947451419146387,0.03745291648577309,2890.575076439,2026-09-23T13:25:36.460555,2026-09-23T14:13:47.564818,trial_000,0e6c7488549a3639ffb1d031202ecb5acae0f4b938a24af69715048efae2173c,
1,trial_001,COMPLETE,0.9482177031656066,5.670807781371427e-05,4.205156450913872e-05,0.025,64,none,1,,cosine,AdamW,49,57,True,0.23669441831886984,0.9989398858766765,0.9962611126723306,0.04804340950672403,3051.118304968,2026-09-23T14:13:48.301086,2026-09-23T15:04:40.012318,trial_001,b8a8ed5dbbfd13ff3363466181e7f97fb1409a0ae43d96111c5ab9673ee1eff8,
