fold,macro_f1,accuracy,macro_precision,macro_recall,best_epoch
1,0.39309140244566376,0.824390243902439,0.443689989084946,0.417909711461925,7
2,0.45457900672880464,0.9313768755516328,0.5175345664452985,0.4255413221623064,11
3,0.43582526895309404,0.7231265787257929,0.4752390421529397,0.4556916292958129,6
4,0.4414080227244275,0.7637976346911958,0.5061188235655512,0.4363111670525897,11
5,0.6260914619849441,0.7566013628620102,0.6277402222747972,0.6371019144505317,16
