fold,macro_f1,accuracy,macro_precision,macro_recall,best_epoch
1,0.3787134894858307,0.8742793791574279,0.42986318683805996,0.406451728874518,8
2,0.4130866008959982,0.9254192409532216,0.5119172005906386,0.37208779765581645,10
3,0.4128931891026806,0.7307044625315745,0.43423483922748024,0.43549539680585636,3
4,0.41164577402231345,0.7417871222076216,0.5003477772879743,0.4123833524289371,19
5,0.563381489443766,0.7123083475298126,0.5711635009464515,0.5721299518119756,20
