Note that running a local entrypoint in detached mode only keeps the last triggered Modal function alive after the parent process has been killed or disconnected.
✓ Initialized. View run at 
https://modal.com/apps/daiv05/main/ap-m1gF2HNZAyFiFbNEksT4Rq
✓ Created objects.
├── 🔨 Created mount 
│   C:\Users\david\Desktop\maize-doctor-classifier\scripts\modal\pipeline_align
│   ed_loso.py
├── 🔨 Created mount PythonPackage:src, PythonPackage:scripts
├── 🔨 Created mount C:\Users\david\Desktop\maize-doctor-classifier\config
└── 🔨 Created function run_aligned_loso.
[*] casi-duplicados eliminados: 165 de 33433
[*] brazo=colour_strong pliegues=11 clases=9 device=cuda
    [maize-leaf-roboflow] epoca 16 val_macro_f1=0.0915
    [maize-leaf-roboflow] original: acierto 0.8610
    [maize-leaf-roboflow] border_ring: acierto 0.0665
    [maize-nutrient-deficiency] epoca 1 val_macro_f1=0.2449
    [maize-nutrient-deficiency] epoca 2 val_macro_f1=0.2730
    [maize-nutrient-deficiency] epoca 3 val_macro_f1=0.2855
    [maize-nutrient-deficiency] epoca 4 val_macro_f1=0.2892
    [maize-nutrient-deficiency] epoca 5 val_macro_f1=0.2951
    [maize-nutrient-deficiency] epoca 6 val_macro_f1=0.2955
    [maize-nutrient-deficiency] epoca 7 val_macro_f1=0.2899
    [maize-nutrient-deficiency] epoca 8 val_macro_f1=0.2909
    [maize-nutrient-deficiency] epoca 9 val_macro_f1=0.2956
    [maize-nutrient-deficiency] epoca 10 val_macro_f1=0.2971
    [maize-nutrient-deficiency] epoca 11 val_macro_f1=0.3041
    [maize-nutrient-deficiency] epoca 12 val_macro_f1=0.3014
    [maize-nutrient-deficiency] epoca 13 val_macro_f1=0.2964
    [maize-nutrient-deficiency] epoca 14 val_macro_f1=0.2997
    [maize-nutrient-deficiency] epoca 15 val_macro_f1=0.3033
    [maize-nutrient-deficiency] epoca 16 val_macro_f1=0.3073
    [maize-nutrient-deficiency] epoca 17 val_macro_f1=0.3042
    [maize-nutrient-deficiency] epoca 18 val_macro_f1=0.3029
    [maize-nutrient-deficiency] epoca 19 val_macro_f1=0.3007
    [maize-nutrient-deficiency] epoca 20 val_macro_f1=0.3089
    [maize-nutrient-deficiency] epoca 21 val_macro_f1=0.3042
    [maize-nutrient-deficiency] epoca 22 val_macro_f1=0.3067
    [maize-nutrient-deficiency] epoca 23 val_macro_f1=0.3075
    [maize-nutrient-deficiency] epoca 24 val_macro_f1=0.3072
    [maize-nutrient-deficiency] epoca 25 val_macro_f1=0.3097
    [maize-nutrient-deficiency] epoca 26 val_macro_f1=0.3019
    [maize-nutrient-deficiency] epoca 27 val_macro_f1=0.3000
    [maize-nutrient-deficiency] epoca 28 val_macro_f1=0.2983
    [maize-nutrient-deficiency] epoca 29 val_macro_f1=0.3025
    [maize-nutrient-deficiency] epoca 30 val_macro_f1=0.3012
    [maize-nutrient-deficiency] epoca 31 val_macro_f1=0.3031
    [maize-nutrient-deficiency] epoca 32 val_macro_f1=0.2961
    [maize-nutrient-deficiency] epoca 33 val_macro_f1=0.2949
    [maize-nutrient-deficiency] original: acierto 0.2374
    [maize-nutrient-deficiency] border_ring: acierto 0.2077
    [multicrop-disease-maiz] epoca 1 val_macro_f1=0.0845
    [multicrop-disease-maiz] epoca 2 val_macro_f1=0.0893
    [multicrop-disease-maiz] epoca 3 val_macro_f1=0.0972
    [multicrop-disease-maiz] epoca 4 val_macro_f1=0.0990
    [multicrop-disease-maiz] epoca 5 val_macro_f1=0.1131
    [multicrop-disease-maiz] epoca 6 val_macro_f1=0.1232
    [multicrop-disease-maiz] epoca 7 val_macro_f1=0.1095
    [multicrop-disease-maiz] epoca 8 val_macro_f1=0.1310
    [multicrop-disease-maiz] epoca 9 val_macro_f1=0.1279
    [multicrop-disease-maiz] epoca 10 val_macro_f1=0.1276
    [multicrop-disease-maiz] epoca 11 val_macro_f1=0.1219
    [multicrop-disease-maiz] epoca 12 val_macro_f1=0.1497
    [multicrop-disease-maiz] epoca 13 val_macro_f1=0.1306
    [multicrop-disease-maiz] epoca 14 val_macro_f1=0.1320
    [multicrop-disease-maiz] epoca 15 val_macro_f1=0.1223
    [multicrop-disease-maiz] epoca 16 val_macro_f1=0.1242
    [multicrop-disease-maiz] epoca 17 val_macro_f1=0.1561
    [multicrop-disease-maiz] epoca 18 val_macro_f1=0.1781
    [multicrop-disease-maiz] epoca 19 val_macro_f1=0.1781
    [multicrop-disease-maiz] epoca 20 val_macro_f1=0.1809
    [multicrop-disease-maiz] epoca 21 val_macro_f1=0.1720
    [multicrop-disease-maiz] epoca 22 val_macro_f1=0.1332
    [multicrop-disease-maiz] epoca 23 val_macro_f1=0.1313
    [multicrop-disease-maiz] epoca 24 val_macro_f1=0.1538
    [multicrop-disease-maiz] epoca 25 val_macro_f1=0.1303
    [multicrop-disease-maiz] epoca 26 val_macro_f1=0.1564
    [multicrop-disease-maiz] epoca 27 val_macro_f1=0.1313
    [multicrop-disease-maiz] epoca 28 val_macro_f1=0.1329
    [multicrop-disease-maiz] original: acierto 0.7966
    [multicrop-disease-maiz] border_ring: acierto 0.5794
[*] macro-F1 0.6712 | marco 0.2231 | dependencia 33.2%
[*] resultados en /outputs/experiments/aligned_source_colour_strong.json
✓ App completed. View run at 
https://modal.com/apps/daiv05/main/ap-m1gF2HNZAyFiFbNEksT4Rq
